tweetcreatedts;username;text;source;tweet_clean;tweet_english;klasifikasi
26/02/2023 03:09;saskya_natasya;kan sampe sampe elektabilitas pak prabowo itu jauh dari pesaing capres lainnya capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;Twitter for iPad;kan sampe sampe elektabilitas pak prabowo itu jauh dari pesaing capres lainnya capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;until until the electability of pak prabowo it is far from other competitors of the presidential candidate for the presidential candidate for decades.;Negatif
26/02/2023 03:08;AbimanaDika;di survei terbarunya pak prabowo berada di posisi puncak di bursa capres  capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;Twitter for iPad;di survei terbarunya pak prabowo berada di posisi puncak di bursa capres capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;in his latest survey pak prabowo was at the top in the exchange of the presidential candidates for the candidate for decade of terminmajubersamaprabowo mendingprrabowo prabowo for indonesia;Positif
26/02/2023 03:08;AbimanaDika;gede banget elektabilitas pak prabowo sampai  persen capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;Twitter for Mac;gede banget elektabilitas pak prabowo sampai persen capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;very big electability pak prabowo until the percent of the presidential candidate for decades continues, the parabowo mendprabowo prabowo for indonesia;Netral
26/02/2023 03:08;saskya_natasya;tuh terbukti nama pak prabowo tetap berada di posisi puncak dengan tren terus menguat capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;Twitter for Mac;tuh terbukti nama pak prabowo tetap berada di posisi puncak dengan tren terus menguat capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;it is proven that the name pak prabowo remains in the top position with the trend continues to strengthen the presidential candidate for decade.;Positif
26/02/2023 03:07;saskya_natasya;kenaikan elektabilitas prabowo subianto terkait dengan tugasnya sebagai menteri pertahanan capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;Twitter for Mac;kenaikan elektabilitas prabowo subianto terkait dengan tugasnya sebagai menteri pertahanan capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;the increase in electability of prabowo subianto is related to his duties as the minister of defense defense candidates for the decades of the terminamajubersamaprabowo mendingprrabowo prabowo for indonesia;Netral
26/02/2023 03:07;AbimanaDika;dari hasil survei aja lambat tapi pasti naik elektabilitas pak prabowo capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;Twitter for Mac;dari hasil survei aja lambat tapi pasti naik elektabilitas pak prabowo capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo untuk indonesia;from the results of the survey, it was slow but surely the electability of pak prabowo candidates for the decade of decade elections continu;Positif
26/02/2023 23:25;gustiraidibali;betul pamer harta tidak elok apalagi ada dugaan harta hasil korupsi spt kasus sambo mariodandy dsb ini semua karena msh lemah berantaskorupsi inga inga berantaskorupsi;Twitter for Android;betul pamer harta tidak elok apalagi ada dugaan harta hasil korupsi spt kasus sambo mariodandy dsb ini semua karena msh lemah berantaskorupsi inga inga berantaskorupsi;that's right showing off the property is not beautiful especially there are allegations of assets resulting from corruption such as the sambo mariodandy case, etc. all because they are still weak in the corruption or vigorin;Negatif
26/02/2023 14:53;JOKI123official;bicara fakta bermain di situs sudah terbukti profit anakpejabatpajak ferdysambo situsgacor pragmatic gacor zeus;Twitter Web App;bicara fakta bermain di situs sudah terbukti profit anakpejabatpajak ferdysambo situsgacor pragmatic gacor zeus;talking about the facts of playing on the site has been proven to profit for the children of tax officials ferdy sambo sitesgacor pragmatic gacor zeu;Netral
26/02/2023 14:47;wahananewsdotco;fakta mengerikan pembunuhan model hongkong abby choi potongan tubuh dalam kulkas hingga sup abbychoi modelhongkong pembunuhan potongantubuh;dlvr.it;fakta mengerikan pembunuhan model hongkong abby choi potongan tubuh dalam kulkas hingga sup abbychoi modelhongkong pembunuhan potongantubuh;the terrible facts of the murder of the hong kong model abby choi the body piece in the refrigerator to the abbychoi modelhongkong soup;Negatif
26/02/2023 14:33;VidaIndonesia;untuk info join tradewithconfidence vida vidamarkets vidaindonesia broker trading forex stock gold commodities index saham emas komoditi cfd futures transparan pede percayadiri viral sambo bharadae richardeliezer vonis jujur;Twitter for Android;untuk info join tradewithconfidence vida vidamarkets vidaindonesia broker trading forex stock gold commodities index saham emas komoditi cfd futures transparan pede percayadiri viral sambo bharadae richardeliezer vonis jujur;for info join tradewithconfidence vida vidamarkets vidaindonesia broker trading forex stock gold commodities gold index commodity stock cfd futures transpares pede pelviors viral sambo bharadae rishardiez;Netral
26/02/2023 13:05;mrkecepret;parodi kasus baru ini yg viral dandy agnes sambo wowoncs;Twitter for Android;parodi kasus baru ini yg viral dandy agnes sambo wowoncs;parody of this new case that is viral dandy agnes sambo wowonc;Positif
26/02/2023 12:43;terkinidotid;kompak terima vonis hakim arif rachman dan baiquni wibowo berharap jpu tak ajukan banding terdakwa kasus obstruction of justice terkait penyidikan pembunuhan berencana brigadir nofriansyah yosua news brigadirj obstructionofjustice baiquniwibowo;dlvr.it;kompak terima vonis hakim arif rachman dan baiquni wibowo berharap jpu tak ajukan banding terdakwa kasus obstruction of justice terkait penyidikan pembunuhan berencana brigadir nofriansyah yosua news brigadirj obstructionofjustice baiquniwibowo;compact receive the verdict of judge arif rachman and baiquni wibowo hopes that the prosecutor will not submit an appeal of the defendant of the obstruction of justice in the investigation of the planned murder of brigadier nofriansyah yosua news brigadierj obstructionfjustice baiquniwibowo;Netral
26/02/2023 12:20;suaramerdeka;ngeri model cantik asal hong kong abby choi tewas dimutilasi mantan suami dan ayah mertua jadi dalangnya pembunuhan mutilasi modelcantik model abbychoi modelhongkong hongkongmodel;Twitter Web App;ngeri model cantik asal hong kong abby choi tewas dimutilasi mantan suami dan ayah mertua jadi dalangnya pembunuhan mutilasi modelcantik model abbychoi modelhongkong hongkongmodel;horrified a beautiful model from hong kong abby choi killed mutilated ex -husband and father -in -law so the mastermind of the murder of mutilation modelcantik models abbychoi modelhongkong hong kongmodel;Positif
26/02/2023 12:18;UnggulW;dijuall tiket blackpink cat day bisa beli    alasan jual dah upgrade cod di venue jelass blackpink bornpink blackpink david sambo;Twitter for Android;dijuall tiket blackpink cat day bisa beli alasan jual dah upgrade cod di venue jelass blackpink bornpink blackpink david sambo;for sale, blackpink cat day ticket can buy reasons for selling cod upgrades in venue, blackpink bornpink blackpink david sambo;Netral
26/02/2023 10:35;Human03231299;ada apa dengan budaya ketimuran kita david agnes umur sambo;Twitter Web App;ada apa dengan budaya ketimuran kita david agnes umur sambo;what's up with our eastern culture david agnes age sambo;Netral
26/02/2023 10:28;haribanjarnahor;alaidid kyknya mau sambo kedua krn siagnws anak pejabat tinggi atau pengusaha yg bisa membeli hukum dinegeri ini;Twitter for Android;alaidid kyknya mau sambo kedua krn siagnws anak pejabat tinggi atau pengusaha yg bisa membeli hukum dinegeri ini;alaidid, i want to sambo, because the siagnws are high -ranking children or entrepreneurs who can buy the law in this countri;Positif
26/02/2023 10:07;terkinidotid;eks anak buah sambo divonis di bawah  tahun apakah mereka bisa kembali ke polri chuck putranto baiquni wibowo irfan widyanto dan arif rachman arifin merupakan tersangka news richardeliezer chuckputranto baiquniwibowo irfanwidyanto;dlvr.it;eks anak buah sambo divonis di bawah tahun apakah mereka bisa kembali ke polri chuck putranto baiquni wibowo irfan widyanto dan arif rachman arifin merupakan tersangka news richardeliezer chuckputranto baiquniwibowo irfanwidyanto;former sambo's men were sentenced to under the year whether they could return to the chuck police chuck putranto baiquni wibowo irfan widyanto and arif rachman arifin were news richardeliezer chuckputranto baiquniwibowo irfanwidyanto suspect;Netral
26/02/2023 09:20;C2Soul48;temukan perbedaan antara kedua foto berikut ini agnes dandy dandyagnes sambo;Twitter for Android;temukan perbedaan antara kedua foto berikut ini agnes dandy dandyagnes sambo;find the difference between the two photos of the following agnes dandy dandyagnes sambo;Netral
26/02/2023 09:05;Portal_PWT;potongan tubuh abby choy ditemukan pada junat  febtuari  lalu potongan kakinya ditemukan di dalam kulkas dan tubuhnya ada di panci abbychoi hongkong viral pembunuhan;Twitter for Android;potongan tubuh abby choy ditemukan pada junat febtuari lalu potongan kakinya ditemukan di dalam kulkas dan tubuhnya ada di panci abbychoi hongkong viral pembunuhan;abby choy's body pieces were found on friday last february found in the refrigerator and his body was in the pan abbychoi hong kong viral murd;Netral
26/02/2023 07:53;AhmadUl06581878;kelakuan kaderku juga kelakuanku saveagnes saveagnes km sambo;Twitter for Android;kelakuan kaderku juga kelakuanku saveagnes saveagnes km sambo;my cadre's behavior is also my behavior saveagnes saveagnes km sambo;Netral
26/02/2023 07:36;M4rkoc0P;biaya pidana mati update  ferdysambo polisiindonesia;Twitter for Android;biaya pidana mati update ferdysambo polisiindonesia;the cost of death sentence update ferdysambo policeindonesia;Netral
26/02/2023 07:26;medcom_id;surat keputusan sk pembentukan satuan tugas khusus satgassus merah putih dikritik tim yang pernah dikomandoi bekas kadiv propam polri ferdy sambo dinilai banjir wewenang ferdysambo brigadirj sidangvonisferdysambo;Twitter for Android;surat keputusan sk pembentukan satuan tugas khusus satgassus merah putih dikritik tim yang pernah dikomandoi bekas kadiv propam polri ferdy sambo dinilai banjir wewenang ferdysambo brigadirj sidangvonisferdysambo;decree of the decree on the establishment of the special task force for the red and white task force criticized the team that had been command;Positif
26/02/2023 05:55;medcom_id;ferdy sambo disebut bisa dihukum dengan kitab undang undang hukum pidana kuhp baru sambo bisa mengulur waktu hingga tiga tahun sebelum kuhp anyar diterapkan ferdysambo brigadirj sidangvonissambo;Twitter for Android;ferdy sambo disebut bisa dihukum dengan kitab undang undang hukum pidana kuhp baru sambo bisa mengulur waktu hingga tiga tahun sebelum kuhp anyar diterapkan ferdysambo brigadirj sidangvonissambo;ferdy sambo is said to be sentenced to the book of the criminal code of the new kuhp sambo can buy up to three years before the anyar criminal code applied by ferdysambo brigadier salansambo;Negatif
26/02/2023 03:59;medcom_id;kuasa hukum keluarga brigadir nofriansyah yosua hutabarat j nelson simanjuntak mendorong isi buku hitam ferdy sambo dibongkar buku itu dinilai menyimpan segudang kasus penting ferdysambo brigadirj vonisferdysambo;Twitter for Android;kuasa hukum keluarga brigadir nofriansyah yosua hutabarat j nelson simanjuntak mendorong isi buku hitam ferdy sambo dibongkar buku itu dinilai menyimpan segudang kasus penting ferdysambo brigadirj vonisferdysambo;brigadier's family attorney nofriansyah yosua hutabarat j nelson simanjuntak pushed the contents of ferdy sambo's black book disassembled the book was considered to store a myriad of important cases of ferdysambo brigadi;Positif
26/02/2023 03:11;LelakiGantenk;warga cileungsi kabupaten bogor digegerkan dg penemuan mayat wanita muda terluka di bagian leher pada sabtu    dini hari hukum kriminal pembunuhan;Twitter for Android;warga cileungsi kabupaten bogor digegerkan dg penemuan mayat wanita muda terluka di bagian leher pada sabtu dini hari hukum kriminal pembunuhan;cileungsi residents of bogor regency were shocked by the discovery of the corpse of a young woman injured in the neck on saturday earli;Negatif
26/02/2023 02:11;haribanjarnahor;kyknya siagnes itu anak pejabat negara indonesia kale bisa hukum dibeli apakah akan seperti kasus sambo setelah viral baru aparatnya mengatakan sebaliknya negeri ini memang tidak berpihak pada rakyat kecil ada uang abang disayang tak ada uang abang ditendang;Twitter for Android;kyknya siagnes itu anak pejabat negara indonesia kale bisa hukum dibeli apakah akan seperti kasus sambo setelah viral baru aparatnya mengatakan sebaliknya negeri ini memang tidak berpihak pada rakyat kecil ada uang abang disayang tak ada uang abang ditendang;it seems that siagnes is the son of indonesian state official kale can be purchased whether it will be like the sambo case after the new viral officers said that the country is indeed not in favor;Positif
26/02/2023 01:53;luthfialfrs;dari  kasus ini laki laki telah diperingatkan sejak dulu oleh nabi muhammad shallallahu alaihi wa sallam mengenai bahaya fitnah wanita semoga kita selalu dalam lindungan nya dandyagnes sambo;Twitter Web App;dari kasus ini laki laki telah diperingatkan sejak dulu oleh nabi muhammad shallallahu alaihi wa sallam mengenai bahaya fitnah wanita semoga kita selalu dalam lindungan nya dandyagnes sambo;from this case a man has been warned from the past by the prophet muhammad sallallaahu alaihi wa sallam on the dangers of women's slander may we always be in his protection of the dandyagnes sambo;Negatif
26/02/2023 01:48;AhmadUl06581878;ini ujian ruwetnesia sambo km;Twitter for Android;ini ujian ruwetnesia sambo km;this is the ruwetnesia sambo km test;Netral
26/02/2023 01:34;adesoleman_;dari kasus sambo dan mario kita belajar cintailah wanita sesuai takaran karena overdosis akan membuatmu keluar jalan mariodandysatriyo sambo;Twitter for Android;dari kasus sambo dan mario kita belajar cintailah wanita sesuai takaran karena overdosis akan membuatmu keluar jalan mariodandysatriyo sambo;from the case of sambo and mario we learn love women according to the dose because the overdose will make you out of mariodandysatriyo sambo;Positif
26/02/2023 01:30;AhmadUl06581878;cc halo salam km sambo;Twitter for Android;cc halo salam km sambo;sisi halo salam come sambo;Netral
26/02/2023 01:24;AdeIrawa_22;manusia zaman sekarng sdang berda di fase tidak baik baik sj penganiayaan perkosaan pembunuhan pencabulan pencitraan penculikan perampokan korupsi pajakkitauntukpejabat pajakkitauntukbelirubicon seprtinya kiamat adalah jawabn dri semua permsalahn yg ada saat ini;Twitter for Android;manusia zaman sekarng sdang berda di fase tidak baik baik sj penganiayaan perkosaan pembunuhan pencabulan pencitraan penculikan perampokan korupsi pajakkitauntukpejabat pajakkitauntukbelirubicon seprtinya kiamat adalah jawabn dri semua permsalahn yg ada saat ini;humans are now in a bad phase in the bad phase, both the persecution of rape murder of the abuse of the ablution of the tax corruption corruption robbing for tax officials for the belirubicon.;Negatif
26/02/2023 00:43;cndy_isn;wanita tuh serem banget adam turun kebumi karna hawa yang mengajak makan buah terlarang sambo kehilangan kehormatannya dalam sekejap dan dituntut hukuman mati karena putricandrawathi mariodandy dandy ayahnya serta jajaran ditjen pajak ketar ketir karna ulah agnes;Twitter for iPhone;wanita tuh serem banget adam turun kebumi karna hawa yang mengajak makan buah terlarang sambo kehilangan kehormatannya dalam sekejap dan dituntut hukuman mati karena putricandrawathi mariodandy dandy ayahnya serta jajaran ditjen pajak ketar ketir karna ulah agnes;the woman is very scary adam goes down because the air who invites the forbidden fruit of sambo lost his honor in an instant and was demanded to be a death sentence because putricandrawathi mariodandy and his father and the directorate general of taxes ketar ketar because agn;Negatif
25/02/2023 23:51;arimul;masyarakat berpenghasilan rendah takutnya ama satpol pp konglomerat takutnya ama pegawai pajak keknya kedua kerjaan paling banyak disumpahi masyarakat selain polisi semoga citra mereka makin baik sebagai pelayan masyarakat sambo dandy agnes satpolpp pajak pegawaipajak;Twitter for Android;masyarakat berpenghasilan rendah takutnya ama satpol pp konglomerat takutnya ama pegawai pajak keknya kedua kerjaan paling banyak disumpahi masyarakat selain polisi semoga citra mereka makin baik sebagai pelayan masyarakat sambo dandy agnes satpolpp pajak pegawaipajak;low -income people are afraid of satpol pp conglomerates fear of kek tax employees both work will be touched by the community besides the police, hopefully their image is better as a public servant of sambo and agnes satpolpp tax employee tax;Negatif
25/02/2023 23:29;arimul;belajar dari kasus duo sambo dimana kedua kasus itu bermula dari curhatan pasangan gw jadi makin ngerti isi buku john gray men are from mars women are from venus sambo dandyagnes johngray;Twitter for Android;belajar dari kasus duo sambo dimana kedua kasus itu bermula dari curhatan pasangan gw jadi makin ngerti isi buku john gray men are from mars women are from venus sambo dandyagnes johngray;learning from the sambo duo case where the two cases originated from the curhatan of my partner so i understood the contents of john gray's book from mars women are from venus sambo dandyagnes johngray;Netral
25/02/2023 22:29;bahrululum_0;saat terlalu sering memanipulasi kebenaran maka akan buta saat kebenaran yang sesungguhnya datang mariodandy agnes sambo pc putri;Twitter for Android;saat terlalu sering memanipulasi kebenaran maka akan buta saat kebenaran yang sesungguhnya datang mariodandy agnes sambo pc putri;when too often manipulating the truth it will be blind when the real truth comes mariodandy agnes sambo pc putri;Negatif
25/02/2023 19:29;GACOR_313;slot gacor jp setiap hari terbukti daftar sekarang link slot gacor  slot rtpslot sambomati sambobebas prayforturkey slot rtpslot slotgacor slotonline sambo judionline situsgacor jackpot maxwin gacor;Twitter Web App;slot gacor jp setiap hari terbukti daftar sekarang link slot gacor slot rtpslot sambomati sambobebas prayforturkey slot rtpslot slotgacor slotonline sambo judionline situsgacor jackpot maxwin gacor;jp gacor slot every day proven to list now the slot slot slot rtpslot sambomati sambobas prayforturkey slot rtpslot slotonline sambo gambo gambo gambo gambo sitegacor jackpot maxwin gacor;Netral
25/02/2023 19:28;GACOR_313;slot gacor daftar sekarang link slot gacor  slot rtpslot sambomati sambobebas prayforturkey slot rtpslot slotgacor slotonline sambo judionline situsgacor jackpot maxwin gacor;Twitter Web App;slot gacor daftar sekarang link slot gacor slot rtpslot sambomati sambobebas prayforturkey slot rtpslot slotgacor slotonline sambo judionline situsgacor jackpot maxwin gacor;slot gacor list now link gacor slot slot rtpslot sambomati sambobebas prayforturkey slot rtpslot slotonline sambo judionline sitegacor jackpot maxwin gacor;Netral
25/02/2023 18:05;koleksilink2020;viral video beredar hakim wahyu di teror shorts ferdysambo beritaviralhariini;IFTTT;viral video beredar hakim wahyu di teror shorts ferdysambo beritaviralhariini;viral video circulating judge wahyu in terror shorts ferdysambo beritaviralhari;Netral
25/02/2023 17:32;jojoroxy1;buset sampek segini pusing nya mario agnes sambo;Twitter for Android;buset sampek segini pusing nya mario agnes sambo;butet sampek as much as this dizzy mario agnes sambo;Positif
25/02/2023 17:12;KawananOligarki;ri pelanggaran ham oleh aparat negara krn perintah serupa mendiang brig j laskar fpi km rekaman korban tersiksa oleh tim satgassus merahputih sambo;Twitter for Android;ri pelanggaran ham oleh aparat negara krn perintah serupa mendiang brig j laskar fpi km rekaman korban tersiksa oleh tim satgassus merahputih sambo;ri human rights violations by state apparatus due to similar orders from the late brig j laskar fpi km records of the victim tortured by the tabgassus merahputih sambo team;Negatif
25/02/2023 16:38;nastoto_idi;viral lagi nih ada kejangalan apa dalam vidio ini ya cuwelolor potensi budaya candirejo semanu candirejogumregah gunungkidul yogyakarta agnes sambo viral;Twitter for Android;viral lagi nih ada kejangalan apa dalam vidio ini ya cuwelolor potensi budaya candirejo semanu candirejogumregah gunungkidul yogyakarta agnes sambo viral;viral again, there are irregularities in this video, yes, the cuwelolor of candirejo's cultural potenti;Positif
25/02/2023 16:17;AhmadUl06581878;in memoriam   mei bawaslu anakku bukan anakmu saveagnes saveagnes sambo km;Twitter for Android;in memoriam mei bawaslu anakku bukan anakmu saveagnes saveagnes sambo km;in memoriam mei bawaslu my son is not your son saveagnes saveagnes sambo;Netral
25/02/2023 16:11;tribunkaltim;vonis  terdakwa obstruction of justice kasus pembunuhan brigadir j semua terdakwa berharap jaksa tidak banding tribunkaltim brigadirj obstructionofjustice lewat;Twitter Web App;vonis terdakwa obstruction of justice kasus pembunuhan brigadir j semua terdakwa berharap jaksa tidak banding tribunkaltim brigadirj obstructionofjustice lewat;the defendant's verdict the obstruction of justice was the murder of brigadier j, all the defendants hoped that the prosecutor would not appeal the tribunkaltim brigadierj.;Netral
25/02/2023 16:04;wahananewsdotco;vonis  bulan penjara arif bekas anak buah sambo tak ajukan banding arifrachmanarifin vonis ferdysambo terdakwa;dlvr.it;vonis bulan penjara arif bekas anak buah sambo tak ajukan banding arifrachmanarifin vonis ferdysambo terdakwa;the verdict of the wise prison month of the sambo subordinates did not submit an appeal arifrachmanarifin's verdict ferdysambo defend;Positif
25/02/2023 15:16;KhilafahGL;kaga belajar dari kasus sambo nih kapolsekjaksel;Twitter for iPhone;kaga belajar dari kasus sambo nih kapolsekjaksel;kaga learned from the sambo kapolsek kapolsel cas;Netral
25/02/2023 14:58;PontianakTimes;polres kubu raya masih melakukan penyidikan ini kronologi pembunuhan driver ojol fuji agnes rafael bocahedewe slam dunk zara pengacara nikah mario umur   smp risih malam minggu kuda trossard bts streaming battle ojol driverojol pembunuhan;Twitter Web App;polres kubu raya masih melakukan penyidikan ini kronologi pembunuhan driver ojol fuji agnes rafael bocahedewe slam dunk zara pengacara nikah mario umur smp risih malam minggu kuda trossard bts streaming battle ojol driverojol pembunuhan;kubu raya police station is still conducting this investigation the chronology of the murder of ojol driver fuji agnes rafael bocahedewe slam dunk zara marriage lawyer mario age of middle school associated saturday night trossard horse trossard bts streaming battle ojol driverjol murd;Netral
25/02/2023 14:01;melly_lydea;malam minggu ku balesin cht konsumenku dan minggu pagi ku masih menunggu gosend sameday demi bisa bayar pajak ehhhh malamminggu pajak david agnes mario sambo;Twitter for Android;malam minggu ku balesin cht konsumenku dan minggu pagi ku masih menunggu gosend sameday demi bisa bayar pajak ehhhh malamminggu pajak david agnes mario sambo;saturday night i replied to the consumer chat and sunday morning i was still waiting for gosend sameday to be able to pay taxes ehhhh at night david agnes mario sambo;Positif
25/02/2023 13:55;albert0386;laksono parameter role kasusnya merekakan institusi sebelah si sambo kasus naik viral heboh masyarakat reaksi keras respon meledak negatif terus buru klarifikasi boro bukannya instrospeksi sama semua modelnya perangkat pemerintahannya tipikal rezim biji kunyit ya begitu;Twitter for Android;laksono parameter role kasusnya merekakan institusi sebelah si sambo kasus naik viral heboh masyarakat reaksi keras respon meledak negatif terus buru klarifikasi boro bukannya instrospeksi sama semua modelnya perangkat pemerintahannya tipikal rezim biji kunyit ya begitu;laksono parameter role the case is to recite the institution next to the sambo, the case of rising viral splashy people with a strong response to negative response and continue to clarify the boro instead;Positif
25/02/2023 13:50;kuatbacacom;dalam perkara richard polri berdalih bahwa keputusan untuk tidak memecat mantan ajudan ferdy sambo itu sesuai dengan peraturan kepolisian perpol nomor  tahun  kuatbaca kuatbacacom richardeliezer bharadae polisi;Twitter Web App;dalam perkara richard polri berdalih bahwa keputusan untuk tidak memecat mantan ajudan ferdy sambo itu sesuai dengan peraturan kepolisian perpol nomor tahun kuatbaca kuatbacacom richardeliezer bharadae polisi;in the richard polri case argued that the decision not to fire the former aide ferdy sambo was in accordance with the perpol police regulation number strong year reading bacacom richardeliezer bharadae polic;Positif
25/02/2023 13:19;andrytoena;semoga dimutasi ke manado ferdysambo kasussambo bharadae kasusferdysambo;Twitter for Android;semoga dimutasi ke manado ferdysambo kasussambo bharadae kasusferdysambo;hopefully transferred to manado ferdysambo casesambo bharadae caseserdysambo;Netral
25/02/2023 11:29;tribunkaltim;inilah kabar terbaru morgan simanjuntak hakim yang vonis mati ferdy sambo dapat tugas baru ferdysambo beritaterkini beritaterbaru;Twitter Web App;inilah kabar terbaru morgan simanjuntak hakim yang vonis mati ferdy sambo dapat tugas baru ferdysambo beritaterkini beritaterbaru;this is the latest news morgan simanjuntak hakim who died ferdy sambo got a new task of ferdysambo beritaterkini beritaterbaru;Positif
25/02/2023 10:30;SeputariNews;menanggapi vonis chuckputranto masih pertimbangkan untuk ajukan banding putusan majelis hakim pengadilan negeri jakarta selatan pn jaksel seputarinewsrcti chuckputranto ferdysambo brigadirj bharadae;TweetDeck;menanggapi vonis chuckputranto masih pertimbangkan untuk ajukan banding putusan majelis hakim pengadilan negeri jakarta selatan pn jaksel seputarinewsrcti chuckputranto ferdysambo brigadirj bharadae;responding to chuckputranto's verdict, still considering the appeal of the decision of the south jakarta district court judges, south jakarta district court.;Netral
25/02/2023 09:35;lampungpost_;seorang pria asal desa fajar indah kecamatan panca jaya mesuji dengan sadis membunuh mertuanya sendiri sekitar pukul   wib sabtu  februari  pembunuhan lampungpost;Twitter for Android;seorang pria asal desa fajar indah kecamatan panca jaya mesuji dengan sadis membunuh mertuanya sendiri sekitar pukul wib sabtu februari pembunuhan lampungpost;a man from fajar indah village, panca jaya mesuji district, sadistically killed his own in -laws around wib saturday february murder of lampungpost;Positif
25/02/2023 08:57;tribunjambiku;vonis  terdakwa ooj kasus pembunuhan yosua divonis pengamat sarankan gugat ferdy sambo via obstructionofjustice brigadiryosua ferdysambo;Twitter Web App;vonis terdakwa ooj kasus pembunuhan yosua divonis pengamat sarankan gugat ferdy sambo via obstructionofjustice brigadiryosua ferdysambo;the verdict of the defendant ooj in the yosua murder case was sentenced to observers suggest ferdy sambo via obstructionfjustice brigadiryosua ferdysambo;Netral
25/02/2023 08:12;murianewscom;penanganan odgj bunuh tetangga polres grobogan tunggu hasil observasi selengkapnya klik tautan berikut ini grobogan odgj odgjbunuhtetangga pembunuhan infomuria;Twitter Web App;penanganan odgj bunuh tetangga polres grobogan tunggu hasil observasi selengkapnya klik tautan berikut ini grobogan odgj odgjbunuhtetangga pembunuhan infomuria;handling odgj killing grobogan police station wait for the full observation results click the following link grobogan odgj odgji killed the neighbor of the murder of infomuria;Positif
25/02/2023 07:50;kuatbacacom;jumat  februari  agenda sidang pembacaan putusan pukul   selesai demikian dikutip dari situs sipp pn jakarta selatan kuatbaca kuatbacacom ferdysambo irfanwidyanto chuckputranto;Twitter Web App;jumat februari agenda sidang pembacaan putusan pukul selesai demikian dikutip dari situs sipp pn jakarta selatan kuatbaca kuatbacacom ferdysambo irfanwidyanto chuckputranto;friday february the agenda of the verdict reading trial at the end is quoted from the south jakarta pn sipp website, strong reading bacacom ferdysambo irfanwidyanto chuckputranto;Positif
25/02/2023 07:05;thorlovenana;jangan lengah tetap kawal kasus ferdy sambo anak pejabat biarin kayaknya settingan buat ngalihin kasus ferdy sambo ferdysambo;Twitter for Android;jangan lengah tetap kawal kasus ferdy sambo anak pejabat biarin kayaknya settingan buat ngalihin kasus ferdy sambo ferdysambo;do not be careless still guard the case of ferdy sambo children officials let me seem to be setting to shift the ferdy sambo ferdysambo cas;Negatif
25/02/2023 06:51;topagenofficial;tournament slot hadiah ratusan juta bonus new member  bonus harian  topagenslot mariodandysatrio tiktokberita anakpejabatpajakr bundacorla liveslot livebola infogacor tiktokindonesia sambo bharadae brigaderj trending like viral story tersangka;Twitter Web App;tournament slot hadiah ratusan juta bonus new member bonus harian topagenslot mariodandysatrio tiktokberita anakpejabatpajakr bundacorla liveslot livebola infogacor tiktokindonesia sambo bharadae brigaderj trending like viral story tersangka;tournament slot prize hundreds of million bonus new member daily bonus topagenslot mariodandysatrio tiktokberita anak pajakrr bundacorla liveslot liveslot infogacor tiktokindonesia sambo bharadae brigadier trending like viral story suspect stori;Positif
25/02/2023 06:50;topagenofficial;anak pegawai pajak aniaya putra pengurus pusat gp topagenslot topagen mariodandysatrio tiktokberita anakpejabatpajakr bundacorla liveslot livebola infogacor tiktok tiktokviral tiktokindonesia sambo bharadae brigaderj trending like viral story tersangka;Twitter Web App;anak pegawai pajak aniaya putra pengurus pusat gp topagenslot topagen mariodandysatrio tiktokberita anakpejabatpajakr bundacorla liveslot livebola infogacor tiktok tiktokviral tiktokindonesia sambo bharadae brigaderj trending like viral story tersangka;children of tax employees any -chiefs of topagenslot central board topagenslot topagen mariodandysatrio tiktokberta news actors bundacorla liveslot liveslot infogacor tiktok tiktokviral tiktokindonesia sambo bharadae brigadierj trending like viral story story stori;Netral
25/02/2023 06:41;leonardhan;ayo ayo season  baru dimulai nih sambo agnes david mario rubicon umur pelecehan;Twitter Web App;ayo ayo season baru dimulai nih sambo agnes david mario rubicon umur pelecehan;come on, let's just start, sambo agnes david mario rubicon is the age of harass;Netral
25/02/2023 06:12;AhmadUl06581878;oh iya berani bilang ke untuk minta maaf ke km apa pendapatmu sambo save agnes;Twitter for Android;oh iya berani bilang ke untuk minta maaf ke km apa pendapatmu sambo save agnes;oh yes dare to tell to apologize to km what do you think sambo save agn;Netral
25/02/2023 06:10;JaenoXTM;peluang usaha baru jasa penitipan barang mewah pejabat bakal rame nih sambo londoireng pejabatpenghianat;Twitter for Android;peluang usaha baru jasa penitipan barang mewah pejabat bakal rame nih sambo londoireng pejabatpenghianat;new business opportunities for luxury goods recitation services officials will be crowded with sambo londoireng offici;Positif
